gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
Ef-P10-208_CDS_0061	64989	65678	+	Ef-P10-208	-10322.87655776254	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	2081	231.433594	4.2661474487779094e-68	No_custom_HMM	No_custom_HMM	No_custom_HMM	2081	PHANOTATE_1.5.1	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0062	65722	65630	-	Ef-P10-208	-0.0465363493818	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0063	65943	65854	-	Ef-P10-208	-1.0477793352555809	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0064	66068	65964	-	Ef-P10-208	-2.0413876373686546	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0065	66043	66522	+	Ef-P10-208	-4762.063240642576	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	5995	234.0914	3.1885207229977414e-69	No_custom_HMM	No_custom_HMM	No_custom_HMM	5995	PHANOTATE_1.5.1	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0066	66625	67167	+	Ef-P10-208	-2651.5727343893614	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1069	162.082657	4.686143312104513e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	1069	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0067	67224	68513	+	Ef-P10-208	-125233657673.72784	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1867	398.477753	9.897662817318438e-119	No_custom_HMM	No_custom_HMM	No_custom_HMM	1867	PHANOTATE_1.5.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0068	68598	69845	+	Ef-P10-208	-13381456283.257978	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	97	286.632538	9.770280500663953e-85	No_custom_HMM	No_custom_HMM	No_custom_HMM	97	PHANOTATE_1.5.1	CDS	#838383	UvsX-like recombinase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0069	69971	70285	+	Ef-P10-208	-207.22148041172915	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1089	112.497871	2.3631440541141212e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	1089	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0070	70278	70892	+	Ef-P10-208	-63058.045122813055	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1025	247.539536	2.368692197194622e-73	No_custom_HMM	No_custom_HMM	No_custom_HMM	1025	PHANOTATE_1.5.1	CDS	#a861e3	RNA polymerase sigma factor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0071	70953	71228	+	Ef-P10-208	-196.09835440162308	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	263	79.122459	4.895076066246448e-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	263	PHANOTATE_1.5.1	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0072	71276	72238	+	Ef-P10-208	-164882500.19576135	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	215	309.936371	7.501596563322282e-92	No_custom_HMM	No_custom_HMM	No_custom_HMM	215	PHANOTATE_1.5.1	CDS	#3e83f6	structural protein with Ig domain	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0073	72259	72702	+	Ef-P10-208	-124885.54922669518	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1240	132.655182	1.9406445868325833e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	1240	PHANOTATE_1.5.1	CDS	#838383	Ig domain containing protein	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0074	72677	72769	+	Ef-P10-208	-0.1210153063315652	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0075	72808	73104	+	Ef-P10-208	-5557.7383328649885	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	20613	193.829437	7.415706566224761e-58	No_custom_HMM	No_custom_HMM	No_custom_HMM	20613	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0076	73109	74062	+	Ef-P10-208	-5126444.386201041	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1850	302.879944	4.742985833665534e-90	No_custom_HMM	No_custom_HMM	No_custom_HMM	1850	PHANOTATE_1.5.1	CDS	#838383	exopolyphosphatase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0077	74116	75399	+	Ef-P10-208	-1177906002.346228	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	284	368.139038	9.940984619531608e-110	No_custom_HMM	No_custom_HMM	No_custom_HMM	284	PHANOTATE_1.5.1	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0078	75411	75785	+	Ef-P10-208	-36343.00053440057	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	7143	165.475525	1.0054083696932905e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	7143	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0079	75824	76444	+	Ef-P10-208	-118367.86530162058	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1080	183.029327	8.000263484862812e-54	No_custom_HMM	No_custom_HMM	No_custom_HMM	1080	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0080	76444	77184	+	Ef-P10-208	-173728.53817911108	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	984	320.064819	1.9281137616256945e-95	No_custom_HMM	No_custom_HMM	No_custom_HMM	984	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0081	77174	77680	+	Ef-P10-208	-3906.2167150823375	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	2356	178.086487	2.036128661189204e-52	No_custom_HMM	No_custom_HMM	No_custom_HMM	2356	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0082	77694	78044	+	Ef-P10-208	-35737.55039523357	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	2131	101.216827	8.550249163959591e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	2131	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0083	78069	78926	+	Ef-P10-208	-236418319.31740397	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1113	217.213852	5.4311024438446466e-64	No_custom_HMM	No_custom_HMM	No_custom_HMM	1113	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0084	79033	79878	+	Ef-P10-208	-208769140.20717385	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	18009	540.933044	1.3362345171774188e-162	No_custom_HMM	No_custom_HMM	No_custom_HMM	18009	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0085	79871	81508	+	Ef-P10-208	-97479895236724.92	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	3169	486.126801	2.575797214638236e-145	No_custom_HMM	No_custom_HMM	No_custom_HMM	3169	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0086	81993	81790	-	Ef-P10-208	-0.0624121516811913	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0087	81818	82507	+	Ef-P10-208	-2739901.4522702806	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1007	320.748108	9.397644571721475e-96	No_custom_HMM	No_custom_HMM	No_custom_HMM	1007	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0088	82518	82985	+	Ef-P10-208	-74821.70746676765	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1104	173.64473	4.693882753254894e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	1104	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0089	83083	85359	+	Ef-P10-208	-7.0066000517681e+21	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	24366	1712.217529	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	24366	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0090	85458	85625	+	Ef-P10-208	-47.43260230102317	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	22289	117.876724	4.7426587559389596e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	22289	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0091	85644	86150	+	Ef-P10-208	-6769.156106345704	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	23606	377.551208	1.5914573037057984e-113	No_custom_HMM	No_custom_HMM	No_custom_HMM	23606	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0092	86225	86395	+	Ef-P10-208	-224.08829702721223	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	25959	144.336929	1.7876919491511287e-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	25959	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0093	86385	86657	+	Ef-P10-208	-87.81578342935353	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	25548	199.816849	9.705802879283273e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	25548	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0094	86765	87016	+	Ef-P10-208	-939.1481813011859	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	3	40.260914	6.859611971858668e-10	No_custom_HMM	No_custom_HMM	No_custom_HMM	3	PHANOTATE_1.5.1	CDS	#a861e3	transcriptional repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0095	87028	87315	+	Ef-P10-208	-1516.9979274430823	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	24357	209.192108	1.199544051684986e-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	24357	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0096	87318	88106	+	Ef-P10-208	-6377710.225249397	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	9897	252.807205	3.346677412797174e-75	No_custom_HMM	No_custom_HMM	No_custom_HMM	9897	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0097	88188	89261	+	Ef-P10-208	-701336305.5483818	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	26080	793.712891	3.264158682624447e-239	No_custom_HMM	No_custom_HMM	No_custom_HMM	26080	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0098	89386	89688	+	Ef-P10-208	-2857.6025264129385	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	16724	184.425217	7.89391722459702e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	16724	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0099	89690	89992	+	Ef-P10-208	-303.55748120822346	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	21389	174.019043	1.849170417117782e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	21389	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0100	89995	90288	+	Ef-P10-208	-344.94169111500497	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	22240	202.802948	1.6153796720246217e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	22240	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0101	90285	90464	+	Ef-P10-208	-226.59689298691364	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	32810	141.58667	1.307361437947804e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	32810	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0102	90477	90830	+	Ef-P10-208	-30026.844788999882	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	5835	122.640106	1.4728031075395724e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	5835	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0103	90857	91234	+	Ef-P10-208	-16223.365137942237	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	25944	276.073212	6.163665360582214e-83	No_custom_HMM	No_custom_HMM	No_custom_HMM	25944	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0104	91227	91457	+	Ef-P10-208	-14.037217305913996	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	27732	171.812836	4.651081976811513e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	27732	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0105	91461	91835	+	Ef-P10-208	-7800.71536519332	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1150	74.469597	1.6404330550791423e-20	No_custom_HMM	No_custom_HMM	No_custom_HMM	1150	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0106	91832	92074	+	Ef-P10-208	-1264.302126660269	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	22106	190.292145	8.072216432066893e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	22106	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0107	92092	92280	+	Ef-P10-208	-10.93727649331459	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	31416	155.667267	4.566408160783671e-46	No_custom_HMM	No_custom_HMM	No_custom_HMM	31416	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0108	92313	92876	+	Ef-P10-208	-131521.14608747387	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	3523	202.772751	1.6762115310260662e-59	No_custom_HMM	No_custom_HMM	No_custom_HMM	3523	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0109	92918	93760	+	Ef-P10-208	-5868322.904669737	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	3523	344.917084	9.036887290716568e-103	No_custom_HMM	No_custom_HMM	No_custom_HMM	3523	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0110	93773	94402	+	Ef-P10-208	-174499.9113688773	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	23690	416.923462	2.6933258927300947e-125	No_custom_HMM	No_custom_HMM	No_custom_HMM	23690	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0111	94480	94722	+	Ef-P10-208	-50.52216415753269	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	27082	187.580627	4.827198796807473e-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	27082	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0112	94737	94880	+	Ef-P10-208	-32.40605841120267	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	4188	83.85553	1.0127450969396908e-23	No_custom_HMM	No_custom_HMM	No_custom_HMM	4188	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0113	94893	95087	+	Ef-P10-208	-586.8884556826704	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	4615	104.292831	5.633035672923075e-30	No_custom_HMM	No_custom_HMM	No_custom_HMM	4615	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0114	95103	95744	+	Ef-P10-208	-427997.15210678807	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	25818	489.802979	1.1896162320001943e-147	No_custom_HMM	No_custom_HMM	No_custom_HMM	25818	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0115	95756	96199	+	Ef-P10-208	-44177.7235449498	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	25782	325.318848	8.321094467431803e-98	No_custom_HMM	No_custom_HMM	No_custom_HMM	25782	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0116	96351	96782	+	Ef-P10-208	-11317.580260073344	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	17103	242.550766	3.2667998600731e-72	No_custom_HMM	No_custom_HMM	No_custom_HMM	17103	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0117	97065	96976	-	Ef-P10-208	-0.0498750431433376	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0118	97139	97438	+	Ef-P10-208	-916.823700994643	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	25744	227.47464	2.966382835397491e-68	No_custom_HMM	No_custom_HMM	No_custom_HMM	25744	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0119	97517	97807	+	Ef-P10-208	-87.77238877677944	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	38646	202.844467	1.0566208102406337e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	38646	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0120	97891	98214	+	Ef-P10-208	-975.126808746888	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	14846	220.502518	5.371728520682073e-66	No_custom_HMM	No_custom_HMM	No_custom_HMM	14846	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P10-208_CDS_0121	98309	98449	+	Ef-P10-208	-36.109788462584575	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	20676	101.861496	2.601849595629546e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	20676	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
