# Annotated with Bakta
# Software: v1.9.4
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	ncRNA	393826	393893	-	JBIPMC_02050	refA5	Enterococcus sRNA A5	RFAM:RF02843, SO:0000655
contig_1	cds	397558	397914	+	JBIPMC_02055	prgU	pheromone response system RNA-binding regulator PrgU	BlastRules:WP_002367672, RefSeq:WP_010714280.1, SO:0001217, UniParc:UPI000005BE3D, UniRef:UniRef100_Q8KUD5, UniRef:UniRef50_Q8KUD5, UniRef:UniRef90_Q8KUD5
contig_1	cds	397936	398322	+	JBIPMC_02060		EF0007	RefSeq:WP_002364326.1, SO:0001217, UniParc:UPI0000059945, UniRef:UniRef100_H7C667, UniRef:UniRef50_S4GXS6, UniRef:UniRef90_H7C667
contig_1	cds	398468	398728	+	JBIPMC_02065		Orf6 protein	RefSeq:WP_002370667.1, SO:0001217, UniParc:UPI0000059944, UniRef:UniRef100_A0A8S6XFN1, UniRef:UniRef50_Q47789, UniRef:UniRef90_A0A8S6XFN1
contig_1	cds	398739	399617	+	JBIPMC_02070	prgD	PrgD	RefSeq:WP_002377931.1, SO:0001217, UniParc:UPI000005BE3E, UniRef:UniRef100_Q8KUD3, UniRef:UniRef50_Q9F1F8, UniRef:UniRef90_Q9F1F8
contig_1	cds	399637	400497	+	JBIPMC_02075		Gram-positive cocci surface proteins LPxTG domain-containing protein	RefSeq:WP_010710128.1, SO:0001217, UniParc:UPI0003132968, UniRef:UniRef100_A0A8S6XFZ0, UniRef:UniRef50_C7D561, UniRef:UniRef90_C7D561
contig_1	cds	400852	401793	+	JBIPMC_02080		(pseudo) Surface antigen	COG:COG3942, COG:M, SO:0001217, UniRef:UniRef50_A0A0M2AFG9, UniRef:UniRef50_A0A200HWC2, UniRef:UniRef90_A0A0M2AFG9
contig_1	cds	401796	402413	+	JBIPMC_02085		EF0013	RefSeq:WP_002377936.1, SO:0001217, UniParc:UPI000005BE41, UniRef:UniRef100_Q8KUC9, UniRef:UniRef50_Q9F1G1, UniRef:UniRef90_Q9F1G1
contig_1	cds	402397	402813	+	JBIPMC_02090		Thioredoxin domain-containing protein	RefSeq:WP_002401419.1, SO:0001217, UniParc:UPI0001F0DC6F, UniRef:UniRef100_A0A8I1FDG3, UniRef:UniRef50_A0A8I1FDG3, UniRef:UniRef90_A0A8I1FDG3
contig_1	cds	402813	403127	+	JBIPMC_02095	dnaD	DnaD domain protein	RefSeq:WP_002360796.1, SO:0001217, UniParc:UPI000005993E, UniRef:UniRef100_Q9F1G3, UniRef:UniRef50_S4FVW9, UniRef:UniRef90_S4FVW9
contig_1	cds	403120	404154	+	JBIPMC_02100	ftsL	Cell division protein FtsL	RefSeq:WP_002403100.1, SO:0001217, UniParc:UPI0001E19AA7, UniRef:UniRef100_A0A2Z6BXF2, UniRef:UniRef50_R2NU49, UniRef:UniRef90_E2YZH2
contig_1	cds	404159	404419	+	JBIPMC_02105	prgI	PrgI family protein	RefSeq:WP_010706916.1, SO:0001217, UniParc:UPI000005BE44, UniRef:UniRef100_A0A1J6Y4E5, UniRef:UniRef50_Q9F1G5, UniRef:UniRef90_Q9F1G5
contig_1	cds	404419	404835	+	JBIPMC_02110		Conjugal transfer protein	SO:0001217, UniRef:UniRef50_Q82YT1, UniRef:UniRef90_Q82YT1
contig_1	cds	404845	405321	+	JBIPMC_02115		Phage protein	SO:0001217, UniRef:UniRef50_E2YYT0, UniRef:UniRef90_E2YYT0
contig_1	cds	405416	405874	+	JBIPMC_02120	ssb	Single-stranded DNA-binding protein	COG:COG0629, COG:L, RefSeq:WP_002365911.1, SO:0001217, UniParc:UPI000005993A, UniRef:UniRef100_Q8VT46, UniRef:UniRef50_A0A0M9D578, UniRef:UniRef90_Q8VT46
contig_1	cds	405979	408471	+	JBIPMC_02125	virB4	Type IV secretory pathway, VirB4 component	COG:COG3451, COG:U, SO:0001217, UniRef:UniRef50_Q9F1G9, UniRef:UniRef90_Q9F1G9
contig_1	cds	408488	408826	+	JBIPMC_02130		DUF4923 domain-containing protein	RefSeq:WP_010706913.1, SO:0001217, UniParc:UPI00000B5E11, UniRef:UniRef100_A0A8S6XH01, UniRef:UniRef50_Q9F1H0, UniRef:UniRef90_A0A8S6XH01
contig_1	cds	408839	411184	+	JBIPMC_02135	tolA	Membrane protein TolA involved in colicin uptake	COG:COG3064, COG:M, RefSeq:WP_142431121.1, SO:0001217, UniParc:UPI001159F394, UniRef:UniRef100_UPI001159F394, UniRef:UniRef50_Q9F1H1, UniRef:UniRef90_Q9F1H1
contig_1	cds	411171	413429	+	JBIPMC_02140	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase	COG:COG3505, COG:U, RefSeq:WP_010710132.1, SO:0001217, UniParc:UPI00032E89B9, UniRef:UniRef100_UPI001AD7BDC5, UniRef:UniRef50_Q9F1H2, UniRef:UniRef90_C7D546
contig_1	cds	414144	414737	+	JBIPMC_02145		hypothetical protein	RefSeq:WP_002414802.1, SO:0001217, UniParc:UPI000291023C, UniRef:UniRef100_R3JI56, UniRef:UniRef50_R3JI56, UniRef:UniRef90_A0A0M2AEX8
contig_1	cds	414743	415231	+	JBIPMC_02150		hypothetical protein	RefSeq:WP_010710133.1, SO:0001217, UniParc:UPI000005BE4D, UniRef:UniRef100_A0A8S6X4L6, UniRef:UniRef50_Q9F1H7, UniRef:UniRef90_Q9F1H7
contig_1	cds	415823	416089	+	JBIPMC_02155		EF0027	RefSeq:WP_002377947.1, SO:0001217, UniParc:UPI000005BE4E, UniRef:UniRef100_Q8KUB9, UniRef:UniRef50_S4C4K2, UniRef:UniRef90_Q8KUB9
contig_1	cds	416122	416622	+	JBIPMC_02160	dnaJ	DnaJ-class molecular chaperone with C-terminal Zn finger domain	COG:COG0484, COG:O, RefSeq:WP_002360775.1, SO:0001217, UniParc:UPI000005BE4F, UniRef:UniRef100_Q8KUB8, UniRef:UniRef50_R2R4P3, UniRef:UniRef90_Q8KUB8
contig_1	cds	416635	416883	+	JBIPMC_02165		ASCH domain-containing protein	RefSeq:WP_002360773.1, SO:0001217, UniParc:UPI000005BE50, UniRef:UniRef100_Q8KUB7, UniRef:UniRef50_A0A0F4KNZ6, UniRef:UniRef90_R3JX49
contig_1	cds	416959	417375	+	JBIPMC_02170	ssb	Single-stranded DNA-binding protein	COG:COG0629, COG:L, RefSeq:WP_010710134.1, SO:0001217, UniParc:UPI000005BE51, UniRef:UniRef100_A0A8S6XH09, UniRef:UniRef50_Q9F1I4, UniRef:UniRef90_R3JI61
contig_1	cds	417399	417983	+	JBIPMC_02175	yncB	Endonuclease YncB, thermonuclease family	COG:COG1525, COG:L, RefSeq:WP_002377949.1, SO:0001217, UniParc:UPI000005BE52, UniRef:UniRef100_Q8KUB5, UniRef:UniRef50_Q8KUB5, UniRef:UniRef90_Q8KUB5
contig_1	cds	418094	418360	+	JBIPMC_02180	relB	Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module	COG:COG3077, COG:V, RefSeq:WP_002369771.1, SO:0001217, UniParc:UPI000005BE53, UniRef:UniRef100_Q8KUB4, UniRef:UniRef50_A0A0R2J3L5, UniRef:UniRef90_A0A8S6XIA2
contig_1	cds	418353	418628	+	JBIPMC_02185	yafQ	mRNA-degrading endonuclease YafQ (mRNA interferase), toxin component of the YafQ-DinJ toxin-antitoxin module	COG:COG3041, COG:JV, EC:3.1.-.-, KEGG:K19157, RefSeq:WP_002360769.1, SO:0001217, UniParc:UPI000005BE54, UniRef:UniRef100_Q8KUB3, UniRef:UniRef50_A0A4U9XJW9, UniRef:UniRef90_Q8KUB3
contig_1	cds	418819	419463	-	JBIPMC_02190	tnp	IS6 family IS1216E transposase	COG:COG3316, COG:X, GO:0004803, IS:IS1216E, RefSeq:WP_002377952.1, SO:0001217, UniParc:UPI00000B7158, UniRef:UniRef100_Q8KUA6, UniRef:UniRef50_J9BNG2, UniRef:UniRef90_Q8KUA6
contig_1	cds	419687	420661	+	JBIPMC_02195	bsh	choloylglycine hydrolase	COG:COG3049, COG:MR, EC:3.5.1.24, RefSeq:WP_002355428.1, SO:0001217, UniParc:UPI000005BE59, UniRef:UniRef100_Q8KUA7, UniRef:UniRef50_D4N0V8, UniRef:UniRef90_Q8KUA7
contig_1	cds	421104	421298	+	JBIPMC_02200		hypothetical protein	RefSeq:WP_002358658.1, SO:0001217, UniParc:UPI0001B1DC76, UniRef:UniRef100_A0A1G1SBB6, UniRef:UniRef50_A0A1G1SBB6, UniRef:UniRef90_A0A1G1SBB6
contig_1	cds	421231	421938	-	JBIPMC_02205	tnp	IS6 family transposase	COG:COG3316, COG:X, GO:0004803, SO:0001217, UniParc:UPI00000B69FE, UniRef:UniRef100_Q8KUA8, UniRef:UniRef50_W7CEJ6, UniRef:UniRef90_Q8KUA8
contig_1	cds	421970	422155	-	JBIPMC_02210		AI-2E family transporter	RefSeq:WP_002358660.1, SO:0001217, UniParc:UPI000005BE58, UniRef:UniRef100_A0A1J6XMV2, UniRef:UniRef50_A0A1J6XMV2, UniRef:UniRef90_A0A1J6XMV2
contig_1	cds	422185	422514	+	JBIPMC_02215		Cell surface protein	RefSeq:WP_002358661.1, SO:0001217, UniParc:UPI000005BE57, UniRef:UniRef100_Q8KUA9, UniRef:UniRef50_Q8KUA9, UniRef:UniRef90_Q8KUA9
contig_1	cds	422642	423580	+	JBIPMC_02220	panE	Ketopantoate reductase	COG:COG1893, COG:H, RefSeq:WP_002370935.1, SO:0001217, UniParc:UPI000005BE56, UniRef:UniRef100_Q8KUB0, UniRef:UniRef50_Q9CFY8, UniRef:UniRef90_Q8KUB0
contig_1	cds	423606	424643	+	JBIPMC_02225	pfoR	Membrane regulatory protein PfoR, PTS_EIIC_2 domain (does not regulate perfringolysin expression)	COG:COG3641, COG:T, KEGG:K07035, RefSeq:WP_002355369.1, SO:0001217, UniParc:UPI000005BE55, UniRef:UniRef100_Q8KUB1, UniRef:UniRef50_F2I8U7, UniRef:UniRef90_E6LGA5
contig_1	cds	424948	425643	-	JBIPMC_02230		IS256 family transposase	GO:0004803, SO:0001217, UniParc:UPI00000BB66A, UniRef:UniRef100_Q8KUB2, UniRef:UniRef50_Q8KUB2, UniRef:UniRef90_Q8KUB2
contig_1	cds	425963	426607	+	JBIPMC_02235	tnp	IS6 family IS1216E transposase	COG:COG3316, COG:X, GO:0004803, IS:IS1216E, RefSeq:WP_002377952.1, SO:0001217, UniParc:UPI00000B7158, UniRef:UniRef100_Q8KUA6, UniRef:UniRef50_J9BNG2, UniRef:UniRef90_Q8KUA6
contig_1	cds	426675	427094	+	JBIPMC_02240		hypothetical protein	RefSeq:WP_002370932.1, SO:0001217, UniParc:UPI000005BE5A, UniRef:UniRef100_A0A8S6XF78, UniRef:UniRef50_A0A8S6XF78, UniRef:UniRef90_A0A8S6XF78
contig_1	cds	427631	427915	-	JBIPMC_02245	cylR1	cytolysin regulator R1	SO:0001217, UniParc:UPI00000BB874, UniRef:UniRef100_Q8KUA4, UniRef:UniRef50_Q8KUA4, UniRef:UniRef90_Q8KUA4, VFDB:VFC0235, VFDB:VFG002175
contig_1	cds	428034	428240	+	JBIPMC_02250	cylL-L	lantipeptide cytolysin subunit CylL-L	BlastRules:WP_002358485, RefSeq:WP_002358485.1, SO:0001217, UniParc:UPI000005BE5C, UniRef:UniRef100_Q7B9F5, UniRef:UniRef50_Q7B9F5, UniRef:UniRef90_Q7B9F5
contig_1	cds	428274	428465	+	JBIPMC_02255	cylL-S	lantipeptide cytolysin subunit CylL-S	BlastRules:WP_002358181, KEGG:K20384, RefSeq:WP_002358181.1, SO:0001217, UniParc:UPI000005BE5D, UniRef:UniRef100_Q7B9F4, UniRef:UniRef50_Q7B9F4, UniRef:UniRef90_Q7B9F4
contig_1	cds	428526	431507	+	JBIPMC_02260	cylM	CylM; cytolysin subunit modifier	COG:COG4403, COG:V, KEGG:K20385, RefSeq:WP_002370929.1, SO:0001217, UniParc:UPI000005BE5E, UniRef:UniRef100_A0A2P6AWF6, UniRef:UniRef50_Q8KUA3, UniRef:UniRef90_Q8KUA3, VFDB:VFC0235, VFDB:VFG045474
contig_1	cds	431519	431893	+	JBIPMC_02265		cysteine peptidase family C39 domain-containing protein	RefSeq:WP_242428028.1, SO:0001217, UniParc:UPI001F5B7040, UniRef:UniRef100_UPI001F5B7040, UniRef:UniRef50_UPI000E07D78F, UniRef:UniRef90_UPI000E07D78F
contig_1	cds	432274	433662	+	JBIPMC_02270		ATP-binding cassette domain-containing protein	RefSeq:WP_235005495.1, SO:0001217, UniParc:UPI000E024B2B, UniRef:UniRef100_UPI000E024B2B, UniRef:UniRef50_Q8KUA2, UniRef:UniRef90_UPI001EFF66C2
contig_1	cds	433659	434897	+	JBIPMC_02275	cylA	cytolysin activator	RefSeq:WP_002368283.1, SO:0001217, UniParc:UPI0001B2B122, UniRef:UniRef100_A0A2P6AWB8, UniRef:UniRef50_A0A0Z8KVX0, UniRef:UniRef90_Q8KH46, VFDB:VFC0235, VFDB:VFG002177
contig_1	cds	434898	435881	+	JBIPMC_02280	cylI	cytolysin immunity protein	RefSeq:WP_021732870.1, SO:0001217, UniParc:UPI0003AD7F92, UniRef:UniRef100_UPI00254D089E, UniRef:UniRef50_Q9XDA7, UniRef:UniRef90_Q9XDA7, VFDB:VFC0235, VFDB:VFG002178
contig_1	cds	436311	436796	+	JBIPMC_02285		EF0050	RefSeq:WP_240936359.1, SO:0001217, UniParc:UPI001F0EA3CA, UniRef:UniRef100_Q8KHU1, UniRef:UniRef50_Q8KHU1, UniRef:UniRef90_Q8KHU1
contig_1	cds	437233	437700	+	JBIPMC_02290		putative protein	RefSeq:WP_002370921.1, SO:0001217, UniParc:UPI0001B2BFC1, UniRef:UniRef100_A0A8S6XF89, UniRef:UniRef50_R3JAR0, UniRef:UniRef90_C7CX56
contig_1	cds	437778	438359	+	JBIPMC_02295		putative protein	RefSeq:WP_002401490.1, SO:0001217, UniParc:UPI0001E19BEF, UniRef:UniRef100_C7CX57, UniRef:UniRef50_Q8KHS3, UniRef:UniRef90_C7CX57
contig_1	cds	438930	439496	+	JBIPMC_02300	amaP	alkaline shock response membrane anchor protein AmaP	RefSeq:WP_010706722.1, SO:0001217, UniParc:UPI00030BFC99, UniRef:UniRef100_A0A1J6Y213, UniRef:UniRef50_R3JZL2, UniRef:UniRef90_E2YX51
contig_1	cds	439513	439704	+	JBIPMC_02305		6 kDa protein	RefSeq:WP_002358517.1, SO:0001217, UniParc:UPI00019F3403, UniRef:UniRef100_A0A1Q1FRA5, UniRef:UniRef50_R3JZT3, UniRef:UniRef90_Q8KHR8
contig_1	cds	439733	440269	+	JBIPMC_02310		20 kDa protein	RefSeq:WP_002358518.1, SO:0001217, UniParc:UPI00019F3404, UniRef:UniRef100_A0A1J6XKS0, UniRef:UniRef50_H5SZB2, UniRef:UniRef90_Q8KHT7
contig_1	cds	440544	446165	+	JBIPMC_02315	esp	Enterococcal surface protein; Esp	RefSeq:WP_115256592.1, SO:0001217, UniParc:UPI000DFAF48E, UniRef:UniRef100_UPI000DFAF48E, UniRef:UniRef50_Q6VXF5, UniRef:UniRef90_Q9Z4N7, VFDB:VFC0001, VFDB:VFG002179
contig_1	cds	446364	447572	+	JBIPMC_02320		YSIRK-targeted surface antigen transcriptional regulator	RefSeq:WP_233050400.1, SO:0001217, UniParc:UPI001B9ECE09, UniRef:UniRef100_UPI001B9ECE09, UniRef:UniRef50_Q6VXQ4, UniRef:UniRef90_Q838G1
contig_1	cds	447702	448052	+	JBIPMC_02325		(pseudo) hypothetical protein	RefSeq:WP_021732862.1, SO:0001217, UniParc:UPI0003AE0526, UniRef:UniRef100_UPI001E532A1D, UniRef:UniRef50_UPI000D67A3C3, UniRef:UniRef90_UPI000E002462
contig_1	cds	448147	448269	+	JBIPMC_02330		hypothetical protein	SO:0001217, UniParc:UPI000005BE61, UniRef:UniRef100_A0A8S6XJZ9, UniRef:UniRef50_E2YYV5, UniRef:UniRef90_E2YYV5
contig_1	cds	448414	449079	+	JBIPMC_02335		hypothetical protein	RefSeq:WP_010710138.1, SO:0001217, UniParc:UPI000005BE62, UniRef:UniRef100_Q83Z90, UniRef:UniRef50_Q83Z90, UniRef:UniRef90_Q83Z90
contig_1	cds	449125	449679	-	JBIPMC_02340	spoIVCA	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	COG:COG1961, COG:L, RefSeq:WP_002358527.1, SO:0001217, UniParc:UPI000005BE63, UniRef:UniRef100_A0A855UDK9, UniRef:UniRef50_J8ED44, UniRef:UniRef90_A0A377KRM2
contig_1	cds	449970	450548	+	JBIPMC_02345		EF0062	SO:0001217, UniParc:UPI0001B1E00C, UniRef:UniRef100_A0A8S6X508, UniRef:UniRef50_P20384, UniRef:UniRef90_Q8KU97
contig_1	cds	451295	451903	-	JBIPMC_02350	rpiR	(pseudo) DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	COG:COG1737, COG:K, SO:0001217, UniRef:UniRef50_A0A242K449, UniRef:UniRef90_A0A059N6G4
contig_1	cds	451863	452111	-	JBIPMC_02355		hypothetical protein	PFAM:PF01418.21
contig_1	cds	452267	452974	+	JBIPMC_02360	nanE	Putative N-acetylmannosamine-6-phosphate 2-epimerase	COG:COG3010, COG:G, EC:5.1.3.9, GO:0005975, GO:0006051, GO:0009385, GO:0019262, GO:0047465, RefSeq:WP_002358533.1, SO:0001217, UniParc:UPI000005BE65, UniRef:UniRef100_Q8KU93, UniRef:UniRef50_P0CB52, UniRef:UniRef90_Q8KU93
contig_1	cds	452967	454469	+	JBIPMC_02365		PTS system transporter subunit IIBC	RefSeq:WP_002358534.1, SO:0001217, UniParc:UPI00000B27D4, UniRef:UniRef100_Q8KU92, UniRef:UniRef50_Q8DNU7, UniRef:UniRef90_A0A376H096
contig_1	cds	454480	454962	+	JBIPMC_02370		EF0068	RefSeq:WP_002358535.1, SO:0001217, UniParc:UPI00000BADA6, UniRef:UniRef100_Q8KU91, UniRef:UniRef50_A0A2A7SKR0, UniRef:UniRef90_Q8KU91
contig_1	cds	455595	456359	-	JBIPMC_02375		Uncharacterized membrane protein	COG:COG5438, COG:S, RefSeq:WP_002358536.1, SO:0001217, UniParc:UPI000005BE66, UniRef:UniRef100_Q8KU90, UniRef:UniRef50_Q8KU90, UniRef:UniRef90_Q8KU90
contig_1	cds	456356	457399	-	JBIPMC_02380		Uncharacterized membrane protein	COG:COG5438, COG:S, RefSeq:WP_002370914.1, SO:0001217, UniParc:UPI000005BE67, UniRef:UniRef100_A0A9P2NI17, UniRef:UniRef50_C7CX76, UniRef:UniRef90_C7CX76
contig_1	cds	457935	458321	+	JBIPMC_02385		EF0072	SO:0001217, UniParc:UPI000005BE69, UniRef:UniRef100_Q8KU87, UniRef:UniRef50_A0A242L066, UniRef:UniRef90_Q8KU87
contig_1	cds	458510	458776	+	JBIPMC_02390	nusG	NusG domain-containing protein	RefSeq:WP_002377957.1, SO:0001217, UniParc:UPI0001B2E7D9, UniRef:UniRef100_S4C7F3, UniRef:UniRef50_S4C7F3, UniRef:UniRef90_S4C7F3
contig_1	cds	458970	460040	+	JBIPMC_02395	amtB	Ammonia channel protein AmtB	COG:COG0004, COG:P, RefSeq:WP_010710139.1, SO:0001217, UniParc:UPI000005BE6B, UniRef:UniRef100_Q8KU86, UniRef:UniRef50_Q8KU86, UniRef:UniRef90_Q8KU86
contig_1	cds	460143	460844	+	JBIPMC_02400		Pyridine nucleotide-disulfide oxidoreductase	RefSeq:WP_021732861.1, SO:0001217, UniParc:UPI0003AE699E, UniRef:UniRef100_UPI0003AE699E, UniRef:UniRef50_V7ZNI6, UniRef:UniRef90_V7ZNI6
contig_1	cds	460910	461275	+	JBIPMC_02405		Pyridine nucleotide-disulphide oxidoreductase	SO:0001217, UniParc:UPI00019F3414, UniRef:UniRef100_A0A828QNA7, UniRef:UniRef50_A0A505IPW3, UniRef:UniRef90_A0A828QNA7
contig_1	cds	461476	461604	-	JBIPMC_02410		PTS lactose transporter subunit IIC	SO:0001217, UniParc:UPI000291B2FB, UniRef:UniRef100_A0A1L6PAP9, UniRef:UniRef50_A0A1L6PAP9, UniRef:UniRef90_A0A1L6PAP9
contig_1	cds	462761	463036	-	JBIPMC_02415		IS3 family transposase	RefSeq:WP_002367939.1, SO:0001217, UniParc:UPI00019C74B3, UniRef:UniRef100_A0A2S7LX16, UniRef:UniRef50_A0A2S7LX16, UniRef:UniRef90_A0A2S7LX16
contig_1	cds	463545	464711	-	JBIPMC_02420	nagC	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	COG:COG1940, COG:GK, RefSeq:WP_002358549.1, SO:0001217, UniParc:UPI000005BE6D, UniRef:UniRef100_Q8KU84, UniRef:UniRef50_Q8KU84, UniRef:UniRef90_Q8KU84
contig_1	cds	465067	467142	+	JBIPMC_02425	yicI	Alpha-glucosidase/xylosidase, GH31 family	COG:COG1501, COG:G, RefSeq:WP_002384845.1, SO:0001217, UniParc:UPI00019F3416, UniRef:UniRef100_A0A9P2MEE3, UniRef:UniRef50_A0A450MM59, UniRef:UniRef90_Q8KU83
contig_1	cds	467142	467927	+	JBIPMC_02430	manY	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IIC component	COG:COG3715, COG:G, RefSeq:WP_002358551.1, SO:0001217, UniParc:UPI000005BE6F, UniRef:UniRef100_Q8KU82, UniRef:UniRef50_V9H559, UniRef:UniRef90_Q8KU82
contig_1	cds	467914	468732	+	JBIPMC_02435	manZ	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IID component	COG:COG3716, COG:G, SO:0001217, UniParc:UPI00000BD098, UniRef:UniRef100_Q8KU81, UniRef:UniRef50_V9H4K3, UniRef:UniRef90_Q8KU81
contig_1	cds	468757	469239	+	JBIPMC_02440	agaB	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	COG:COG3444, COG:G, RefSeq:WP_002363085.1, SO:0001217, UniParc:UPI00019C74B7, UniRef:UniRef100_A0A7H0FSW3, UniRef:UniRef50_Q8KU80, UniRef:UniRef90_Q8KU80
contig_1	cds	469251	469658	+	JBIPMC_02445	manX	Phosphotransferase system, mannose/fructose-specific component IIA	COG:COG2893, COG:G, RefSeq:WP_002358554.1, SO:0001217, UniParc:UPI000005BE72, UniRef:UniRef100_Q8KU79, UniRef:UniRef50_A0A366U4B7, UniRef:UniRef90_Q8KU79
contig_1	cds	469763	470017	+	JBIPMC_02450		xylose isomerase	SO:0001217, UniRef:UniRef50_A0A0C2VJT7
contig_1	cds	470142	471068	+	JBIPMC_02455		Xylose isomerase	SO:0001217, UniRef:UniRef50_A0A925LG50
contig_1	cds	471130	472332	+	JBIPMC_02460		Xylulose kinase	SO:0001217, UniRef:UniRef50_G2ZBW7
contig_1	cds	473624	474583	-	JBIPMC_02465	tnp	IS30 family IS6770 transposase	GO:0004803, IS:IS6770, RefSeq:WP_010706719.1, SO:0001217, UniParc:UPI00032DE35B, UniRef:UniRef100_UPI00032DE35B, UniRef:UniRef50_E6LJ39, UniRef:UniRef90_E6LJ39
contig_1	cds	474813	477845	+	JBIPMC_02470		type I site-specific deoxyribonuclease	EC:3.1.21.3, KEGG:K01153, RefSeq:WP_002364887.1, SO:0001217, UniParc:UPI0001B2B584, UniRef:UniRef100_R3JH62, UniRef:UniRef50_K0J2Z1, UniRef:UniRef90_A0A125W908
contig_1	cds	478035	478619	+	JBIPMC_02475		DUF262 domain-containing protein	RefSeq:WP_002367943.1, SO:0001217, UniParc:UPI00019F6A18, UniRef:UniRef100_A0A6N0WU65, UniRef:UniRef50_R3H4Y0, UniRef:UniRef90_R3H4Y0
contig_1	cds	478616	479851	+	JBIPMC_02480	tnp	IS256 family ISLgar5 transposase	COG:COG3328, COG:X, GO:0004803, IS:ISLgar5, RefSeq:WP_002364885.1, SO:0001217, UniParc:UPI00019F6A19, UniRef:UniRef100_A0A6N0WVT4, UniRef:UniRef50_A1JV47, UniRef:UniRef90_A0A6N0WVT4
contig_1	cds	480114	482156	+	JBIPMC_02485		PTS system ascorbate-specific transporter subunit IIA	RefSeq:WP_002331201.1, SO:0001217, UniParc:UPI00019F6A1A, UniRef:UniRef100_A0A829FGL3, UniRef:UniRef50_S1RQ78, UniRef:UniRef90_A0A829FGL3
contig_1	cds	482167	482787	+	JBIPMC_02490	eda	2-keto-3-deoxy-6-phosphogluconate aldolase	RefSeq:WP_002331202.1, SO:0001217, UniParc:UPI00019F6A1B, UniRef:UniRef100_A0A4V0H597, UniRef:UniRef50_E6LD48, UniRef:UniRef90_A0A377KJ21
contig_1	cds	482799	483257	+	JBIPMC_02495		Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	RefSeq:WP_002326530.1, SO:0001217, UniParc:UPI0001FFC0CF, UniRef:UniRef100_A0A449DTI5, UniRef:UniRef50_A0A4V0AQR4, UniRef:UniRef90_A0A4V0AQR4
contig_1	cds	483276	483554	+	JBIPMC_02500		PTS EIIB type-2 domain-containing protein	RefSeq:WP_002331203.1, SO:0001217, UniParc:UPI00019F6A1D, UniRef:UniRef100_A0A6N0WRG7, UniRef:UniRef50_A0A174IFS6, UniRef:UniRef90_A0A8B2RJB2
contig_1	cds	483579	484946	+	JBIPMC_02505		PTS system Galactitol-specific IIC component	KEGG:K02775, RefSeq:WP_002386123.1, SO:0001217, UniParc:UPI00019F6A1E, UniRef:UniRef100_A0A422HLR0, UniRef:UniRef50_E6LD45, UniRef:UniRef90_E6LD45
contig_1	cds	484961	486106	+	JBIPMC_02510	dgoD	galactonate dehydratase	EC:4.2.1.6, GO:0008869, GO:0009063, RefSeq:WP_002331205.1, SO:0001217, UniParc:UPI0001B2B55F, UniRef:UniRef100_A0A449EFE1, UniRef:UniRef50_Q6CYT9, UniRef:UniRef90_E6LD44
contig_1	cds	486133	486624	+	JBIPMC_02515		Membrane protein	RefSeq:WP_002331206.1, SO:0001217, UniParc:UPI00019F6A20, UniRef:UniRef100_A0A6B1XZ50, UniRef:UniRef50_A0A6I4XLC1, UniRef:UniRef90_R3JGV2
contig_1	cds	487067	488053	+	JBIPMC_02520		Major facilitator superfamily associated domain-containing protein	SO:0001217, UniParc:UPI0001E1A07B, UniRef:UniRef100_A0A059N593, UniRef:UniRef50_A0A059N593, UniRef:UniRef90_A0A059N593
contig_1	cds	488343	488903	-	JBIPMC_02525		HTH tetR-type domain-containing protein	RefSeq:WP_002364878.1, SO:0001217, UniParc:UPI00019F341B, UniRef:UniRef100_A0A6B1XZC5, UniRef:UniRef50_R2Q3B9, UniRef:UniRef90_A0A829FCV4
contig_1	cds	489047	489295	+	JBIPMC_02530		N-acetyltransferase domain-containing protein	RefSeq:WP_002392332.1, SO:0001217, UniParc:UPI0001E1A07D, UniRef:UniRef100_A0A9P2GBZ8, UniRef:UniRef50_A0A829FCU0, UniRef:UniRef90_A0A829FCU0
contig_1	cds	489338	489661	+	JBIPMC_02535		N-acetyltransferase domain-containing protein	RefSeq:WP_002370908.1, SO:0001217, UniParc:UPI0001B2BF8F, UniRef:UniRef100_A0A059N563, UniRef:UniRef50_A0A059N563, UniRef:UniRef90_A0A059N563
contig_1	cds	489902	490285	+	JBIPMC_02540	gntR	GntR family transcriptional regulator	RefSeq:WP_002364876.1, SO:0001217, UniParc:UPI00019F34A5, UniRef:UniRef100_A0A4V0CTL2, UniRef:UniRef50_A0A4V0CTL2, UniRef:UniRef90_A0A4V0CTL2
