gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
Ef-P20-208_CDS_0061	62378	63067	+	Ef-P20-208	-9187.088688416781	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	2081	231.433594	4.2661474487779094e-68	No_custom_HMM	No_custom_HMM	No_custom_HMM	2081	PHANOTATE_1.5.1	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0062	63274	63083	-	Ef-P20-208	-5.347218298153317	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0063	63451	63353	-	Ef-P20-208	-0.1817019894618881	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0064	63432	63911	+	Ef-P20-208	-5500.406401486082	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	5995	234.0914	3.1885207229977414e-69	No_custom_HMM	No_custom_HMM	No_custom_HMM	5995	PHANOTATE_1.5.1	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0065	64014	64556	+	Ef-P20-208	-1435.7827139131236	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1069	162.082657	4.686143312104513e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	1069	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0066	64618	65907	+	Ef-P20-208	-67824067610.71115	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1867	398.06543	1.3203684712133776e-118	No_custom_HMM	No_custom_HMM	No_custom_HMM	1867	PHANOTATE_1.5.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0067	65992	67239	+	Ef-P20-208	-22832619432.02788	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	97	286.546356	1.0376019988571762e-84	No_custom_HMM	No_custom_HMM	No_custom_HMM	97	PHANOTATE_1.5.1	CDS	#838383	UvsX-like recombinase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0068	67365	67679	+	Ef-P20-208	-205.7726799129545	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1089	112.497871	2.3631440541141212e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	1089	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0069	67672	68286	+	Ef-P20-208	-57304.33952548223	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1025	247.539536	2.368692197194622e-73	No_custom_HMM	No_custom_HMM	No_custom_HMM	1025	PHANOTATE_1.5.1	CDS	#a861e3	RNA polymerase sigma factor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0070	68347	68622	+	Ef-P20-208	-174.38765253519446	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	263	79.122459	4.895076066246448e-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	263	PHANOTATE_1.5.1	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0071	68670	69632	+	Ef-P20-208	-265237905.10444844	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	215	308.458588	2.1047586116977723e-91	No_custom_HMM	No_custom_HMM	No_custom_HMM	215	PHANOTATE_1.5.1	CDS	#3e83f6	structural protein with Ig domain	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0072	69653	70096	+	Ef-P20-208	-132696.37438919523	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1240	132.655182	1.9406445868325833e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	1240	PHANOTATE_1.5.1	CDS	#838383	Ig domain containing protein	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0073	70203	70499	+	Ef-P20-208	-4459.470867116464	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	20613	194.672974	4.046791123773243e-58	No_custom_HMM	No_custom_HMM	No_custom_HMM	20613	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0074	70504	71457	+	Ef-P20-208	-21624721.624240875	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1850	300.486053	2.539906052597185e-89	No_custom_HMM	No_custom_HMM	No_custom_HMM	1850	PHANOTATE_1.5.1	CDS	#838383	exopolyphosphatase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0075	71511	72794	+	Ef-P20-208	-3936260845.9761224	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	284	369.030914	5.328100775685112e-110	No_custom_HMM	No_custom_HMM	No_custom_HMM	284	PHANOTATE_1.5.1	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0076	72806	73180	+	Ef-P20-208	-48907.618524205835	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	7143	165.566422	9.423725623080796e-49	No_custom_HMM	No_custom_HMM	No_custom_HMM	7143	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0077	73219	73839	+	Ef-P20-208	-78039.78065253489	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1080	184.440231	2.953513228242639e-54	No_custom_HMM	No_custom_HMM	No_custom_HMM	1080	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0078	73839	74579	+	Ef-P20-208	-474171.1522852535	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	984	320.064819	1.9281137616256945e-95	No_custom_HMM	No_custom_HMM	No_custom_HMM	984	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0079	74569	75075	+	Ef-P20-208	-3268.1447251260456	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	2356	175.684204	1.1167631493282665e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	2356	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0080	75089	75439	+	Ef-P20-208	-40769.66785818952	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	2131	102.291077	3.9819931661499965e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	2131	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0081	75464	76321	+	Ef-P20-208	-590980027.3420374	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1113	218.278854	2.5728963944791085e-64	No_custom_HMM	No_custom_HMM	No_custom_HMM	1113	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0082	76425	77270	+	Ef-P20-208	-79003641.89486976	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	18009	541.846313	7.039041142177393e-163	No_custom_HMM	No_custom_HMM	No_custom_HMM	18009	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0083	77263	78900	+	Ef-P20-208	-208488467555768.12	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	3169	483.778595	1.327537798999165e-144	No_custom_HMM	No_custom_HMM	No_custom_HMM	3169	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0084	79385	79182	-	Ef-P20-208	-0.067956180965837	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0085	79210	79899	+	Ef-P20-208	-3408119.871488906	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1007	320.748108	9.397644571721475e-96	No_custom_HMM	No_custom_HMM	No_custom_HMM	1007	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0086	79910	80377	+	Ef-P20-208	-4886.0153093482095	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1104	172.452271	1.0924392830828086e-50	No_custom_HMM	No_custom_HMM	No_custom_HMM	1104	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0087	80474	82756	+	Ef-P20-208	-3.279316867284718e+21	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	24366	1768.923584	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	24366	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0088	82846	83022	+	Ef-P20-208	-34.57289753163691	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	22289	131.385193	2.879426593775076e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	22289	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0089	83041	83547	+	Ef-P20-208	-14499.058153257083	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	23606	383.285889	2.750200631453842e-115	No_custom_HMM	No_custom_HMM	No_custom_HMM	23606	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0090	83620	83724	+	Ef-P20-208	-172.05294361158428	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0091	83726	83896	+	Ef-P20-208	-72.26860957439244	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	25959	92.389221	2.9912187275325576e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	25959	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0092	83886	84158	+	Ef-P20-208	-70.5397849000996	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	25548	190.693039	6.817641884020788e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	25548	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0093	84266	84517	+	Ef-P20-208	-1208.6876982752292	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	3	40.260914	6.859611971858668e-10	No_custom_HMM	No_custom_HMM	No_custom_HMM	3	PHANOTATE_1.5.1	CDS	#a861e3	transcriptional repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0094	84530	84817	+	Ef-P20-208	-2715.4452407635704	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	24357	209.577438	9.095033838197121e-63	No_custom_HMM	No_custom_HMM	No_custom_HMM	24357	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0095	84820	85608	+	Ef-P20-208	-4614242.297749119	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	9897	250.988129	1.2085198457571684e-74	No_custom_HMM	No_custom_HMM	No_custom_HMM	9897	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0096	85690	86763	+	Ef-P20-208	-352979901.1468808	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	26080	795.426636	9.835009547302385e-240	No_custom_HMM	No_custom_HMM	No_custom_HMM	26080	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0097	86888	87190	+	Ef-P20-208	-2750.1875892418807	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	16724	184.425217	7.89391722459702e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	16724	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0098	87192	87494	+	Ef-P20-208	-244.25513062214597	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	21389	170.712845	1.9724780062739246e-50	No_custom_HMM	No_custom_HMM	No_custom_HMM	21389	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0099	87497	87790	+	Ef-P20-208	-339.2007677743572	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	22240	202.802948	1.6153796720246217e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	22240	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0100	87787	87966	+	Ef-P20-208	-211.8018844248683	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	32810	141.58667	1.307361437947804e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	32810	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0101	87979	88332	+	Ef-P20-208	-28311.432565218853	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	5835	122.640106	1.4728031075395724e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	5835	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0102	88359	88736	+	Ef-P20-208	-20796.561929337684	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	25944	275.344818	1.0358022022857198e-82	No_custom_HMM	No_custom_HMM	No_custom_HMM	25944	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0103	88729	88959	+	Ef-P20-208	-40.687318044900564	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	27732	171.238174	7.029695616441125e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	27732	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0104	88963	89337	+	Ef-P20-208	-8525.874761908177	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	1150	74.758476	1.3348884136275767e-20	No_custom_HMM	No_custom_HMM	No_custom_HMM	1150	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0105	89334	89576	+	Ef-P20-208	-1465.8606007425153	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	22106	190.046417	9.630987672733658e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	22106	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0106	89594	89782	+	Ef-P20-208	-21.901174933605382	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	31416	158.147644	7.677872679472666e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	31416	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0107	89815	90378	+	Ef-P20-208	-98064.85685626733	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	3523	202.772751	1.6762115310260662e-59	No_custom_HMM	No_custom_HMM	No_custom_HMM	3523	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0108	90420	91262	+	Ef-P20-208	-7194313.015683398	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	3523	347.076447	1.9893687312561494e-103	No_custom_HMM	No_custom_HMM	No_custom_HMM	3523	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0109	91275	91904	+	Ef-P20-208	-186285.6655145698	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	23690	419.497253	4.3898815499692733e-126	No_custom_HMM	No_custom_HMM	No_custom_HMM	23690	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0110	91982	92224	+	Ef-P20-208	-33.493091187083195	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	27082	184.223755	5.3866829333523776e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	27082	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0111	92239	92364	+	Ef-P20-208	-26.418221409011274	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	4188	65.305244	6.299985476326463e-18	No_custom_HMM	No_custom_HMM	No_custom_HMM	4188	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0112	92377	92571	+	Ef-P20-208	-599.7485836842781	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	4615	104.292831	5.633035672923075e-30	No_custom_HMM	No_custom_HMM	No_custom_HMM	4615	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0113	92587	93228	+	Ef-P20-208	-426177.2801054765	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	25818	490.13736	9.3988831286305e-148	No_custom_HMM	No_custom_HMM	No_custom_HMM	25818	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0114	93240	93683	+	Ef-P20-208	-31338.479697508134	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	25782	324.329712	1.679049801139759e-97	No_custom_HMM	No_custom_HMM	No_custom_HMM	25782	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0115	93835	94266	+	Ef-P20-208	-9033.643741809004	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	17103	248.427048	5.056328686913272e-74	No_custom_HMM	No_custom_HMM	No_custom_HMM	17103	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0116	94441	94334	-	Ef-P20-208	-1.2311887517180249	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0117	94549	94460	-	Ef-P20-208	-0.0503198541132435	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0118	94623	94922	+	Ef-P20-208	-370.48187418385345	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	25744	227.975906	2.0700947814096107e-68	No_custom_HMM	No_custom_HMM	No_custom_HMM	25744	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0119	95000	95290	+	Ef-P20-208	-227.96951780874105	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	38646	202.844467	1.0566208102406337e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	38646	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0120	95373	95696	+	Ef-P20-208	-1808.6831799224713	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	14846	219.365799	1.2120707049328268e-65	No_custom_HMM	No_custom_HMM	No_custom_HMM	14846	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
Ef-P20-208_CDS_0121	95792	95932	+	Ef-P20-208	-75.18288787010239	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	20676	105.242584	2.2855847436194424e-30	No_custom_HMM	No_custom_HMM	No_custom_HMM	20676	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
